O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
4147490,37700,O,159924.24,1997-10-13,2-HIGH,Clerk#000000568,0,egular deposits haggle pending theodolit
2008677,87571,O,41749.10,1997-09-14,2-HIGH,Clerk#000000532,0,"usly regular packages are fluffily according to the furious, pendi"
656710,45193,O,154930.94,1997-10-07,3-MEDIUM,Clerk#000000441,0,arefully sly asymptotes. blithely regular sentiments across the spec
4083109,113728,O,234166.61,1997-11-05,2-HIGH,Clerk#000000730,0," pains wake quickly even, ironic"
3605666,55913,O,195153.26,1997-10-27,1-URGENT,Clerk#000000728,0,along the carefully pending mult
1970087,86371,O,245650.35,1997-11-19,5-LOW,Clerk#000000644,0,nd the blithely pending foxes. furiously ironic packages wake blithe
4719392,34228,O,187378.69,1997-11-01,2-HIGH,Clerk#000000431,0,ts affix ironic dep
2573349,42106,O,287846.39,1997-12-08,4-NOT SPECIFIED,Clerk#000000736,0,l pinto beans sleep slyly slyly even frets. blithely silent requests are quic
5987744,38392,O,111418.90,1997-12-09,1-URGENT,Clerk#000000938,0,"nal accounts are. quick, ironic dependenc"
5967298,118040,O,186051.37,1997-11-26,4-NOT SPECIFIED,Clerk#000000791,0, the carefully bold pinto bea
5715846,119704,O,253627.61,1997-08-10,4-NOT SPECIFIED,Clerk#000000005,0,usual packages haggle among the slyly ironic dolphins. slyly iro
2155076,38141,O,162345.33,1997-11-28,1-URGENT,Clerk#000000428,0," requests haggle quickly across the regular, special ideas. blithely"
5453735,114226,O,292559.15,1997-08-24,3-MEDIUM,Clerk#000000055,0,ularly pending theodolites shall use quickly aro
5689478,50902,O,272678.05,1997-09-30,1-URGENT,Clerk#000000481,0,elets sleep furiously furiously idle accounts. regul
1426754,78731,O,318901.79,1997-12-06,3-MEDIUM,Clerk#000000828,0,s sleep carefully. carefully regular dinos promi
2227906,40679,O,97006.10,1997-09-11,5-LOW,Clerk#000000770,0, ironic accounts. furiously final deposits nag
2590436,64861,O,362503.56,1997-10-12,1-URGENT,Clerk#000000299,0,the deposits. express 
2772418,52667,O,277035.26,1997-09-05,5-LOW,Clerk#000000064,0,y unusual frets boost. requests atop the final th
1880834,60001,O,199873.75,1997-11-29,2-HIGH,Clerk#000000624,0, carefully pending deposits are slyly inside the furiously 
3283936,104941,O,40276.59,1997-11-23,4-NOT SPECIFIED,Clerk#000000031,0,s nag about the pending request
499681,42049,O,224423.53,1997-09-09,4-NOT SPECIFIED,Clerk#000000755,0, ironic accounts are carefully s
2536583,62707,O,264381.65,1997-11-01,3-MEDIUM,Clerk#000000862,0,ecoys are along the requests. sometimes unusual platele
4113089,28192,O,252326.50,1997-09-16,5-LOW,Clerk#000000102,0,"after the blithely pending hockey players. daring, express deposits sl"
1723973,6238,O,218147.69,1997-10-27,5-LOW,Clerk#000000479,0,uiet ideas haggle furiously.
763779,138859,O,109395.16,1997-09-06,4-NOT SPECIFIED,Clerk#000000746,0, packages print carefully slyly sly platelets. slyly even pa
577700,115807,O,89953.19,1997-08-30,1-URGENT,Clerk#000000373,0,ely blithely silent excuses. furiously special accounts above the 
2227847,134210,O,112420.67,1997-11-18,4-NOT SPECIFIED,Clerk#000000117,0,ve the final asymptotes do print fluff
1237350,2473,O,216621.58,1997-10-11,3-MEDIUM,Clerk#000000585,0,ourts haggle slyly pending package
5721056,134194,O,168136.82,1997-12-01,1-URGENT,Clerk#000000216,0,sly. busily express packages cajole carefully according to the bold deposits:
1299138,28684,O,204606.78,1997-12-02,2-HIGH,Clerk#000000479,0,"nts sleep across the even, careful theodolites. furiously regular frays arou"
5231684,1588,O,300386.38,1997-11-06,2-HIGH,Clerk#000000509,0,ly final pinto beans. ideas wake carefully above th
4912935,25934,O,95066.55,1997-10-29,4-NOT SPECIFIED,Clerk#000000039,0,s wake furiously. ideas nag slyly quickly special foxes. furiously sp
4053889,5359,O,245927.02,1997-08-16,4-NOT SPECIFIED,Clerk#000000692,0,ke carefully express platelets. regular
1531781,146503,O,180381.60,1997-08-30,5-LOW,Clerk#000000281,0,y haggle furiously across the stealthily regular ideas.
3326727,75235,O,24185.96,1997-08-23,4-NOT SPECIFIED,Clerk#000000938,0,gside of the carefully final pinto beans. fin
2504097,148738,O,204292.25,1997-11-26,2-HIGH,Clerk#000000800,0, quickly special pinto beans haggle quickly about the 
4608483,47203,O,186140.50,1997-09-18,2-HIGH,Clerk#000000749,0, accounts. unusual foxes sleep carefully. quickly 
4306880,44275,O,153973.11,1997-09-15,3-MEDIUM,Clerk#000000953,0,"ts! enticing, ironic requests above the slyly ironic deposits in"
4497539,21613,O,308496.40,1997-10-03,4-NOT SPECIFIED,Clerk#000000880,0,", final requests are slyly blithely pending deposits. "
3708640,136615,O,149846.46,1997-11-20,4-NOT SPECIFIED,Clerk#000000690,0,ts are quickly atop the bold the
3984032,8896,O,313149.73,1997-12-04,3-MEDIUM,Clerk#000000280,0,"fully. even, bold platelets cajol"
4765092,42515,O,133418.15,1997-09-29,2-HIGH,Clerk#000000177,0,silent ideas sleep fluffi
5220992,52702,O,148787.15,1997-08-19,3-MEDIUM,Clerk#000000915,0,ses boost carefully regular ideas. slyly 
1179492,139502,O,174001.71,1997-09-27,4-NOT SPECIFIED,Clerk#000000152,0,dolphins use quickly
3205954,39931,O,103132.58,1997-11-24,2-HIGH,Clerk#000000935,0,"yly bold ideas haggle carefully above the bold, specia"
5535202,5293,O,275112.23,1997-10-26,4-NOT SPECIFIED,Clerk#000000065,0,s. slyly pending theodolites wake slyly. fur
1475041,128341,O,213092.05,1997-08-26,1-URGENT,Clerk#000000734,0,"ular, even pinto beans. carefully "
1118818,133591,O,252668.53,1997-08-30,3-MEDIUM,Clerk#000000369,0,ely final deposits sleep sl
2188002,1861,O,184677.94,1997-10-10,3-MEDIUM,Clerk#000000756,0,ly unusual theodolites wake blithely after the thin depths. unusual reque
3383941,51146,O,324242.90,1997-10-30,4-NOT SPECIFIED,Clerk#000000941,0,". ironic, regular ideas are in place of the quickly silent deposi"
1316704,80149,O,207965.12,1997-09-12,1-URGENT,Clerk#000000710,0,slyly according to the
3216868,54607,O,131914.85,1997-08-16,2-HIGH,Clerk#000000363,0,r packages. slyly even braids across 
5052870,47011,O,31734.04,1997-11-05,3-MEDIUM,Clerk#000000268,0,"en, express instructions wake thinly. stealthy Tires"
5915590,34126,O,138488.02,1997-10-10,1-URGENT,Clerk#000000662,0,regular requests aroun
2178880,97075,O,237697.11,1997-11-07,2-HIGH,Clerk#000000924,0,uctions. quickly pending requests sublate carefully. 
216770,3631,O,162981.82,1997-08-28,3-MEDIUM,Clerk#000000664,0,bove the blithely regular dolphins are quickly reg
5203808,46903,O,117060.94,1997-08-30,2-HIGH,Clerk#000000750,0,press requests alongside of th
1807653,28513,O,285225.73,1997-10-20,5-LOW,Clerk#000000404,0,boost. furiously pending foxes haggle. fluffily ironic dependencies wake. ca
3677796,143107,O,225929.05,1997-10-30,5-LOW,Clerk#000000427,0,e grouches wake slyly blithely regular ideas. foxes haggle furiou
4378053,75068,O,197276.49,1997-11-18,3-MEDIUM,Clerk#000000490,0,ly final pinto beans; quickly unusual requests about the carefully final idea
4541447,38147,O,177184.33,1997-08-25,2-HIGH,Clerk#000000522,0,blithely across the instructions. final se
291237,81223,O,261840.36,1997-11-09,2-HIGH,Clerk#000000918,0,e furiously special deposits sleep carefully ironically blithe dinos. foxes ar
3361920,56755,O,28758.77,1997-10-07,2-HIGH,Clerk#000000722,0, furiously slyly special requests
163841,66007,O,366575.13,1997-09-26,5-LOW,Clerk#000000328,0,encies. final packages
1942406,35581,O,25542.14,1997-10-02,3-MEDIUM,Clerk#000000809,0,es haggle furiously along th
4912194,113335,O,272677.33,1997-10-21,3-MEDIUM,Clerk#000000295,0,hely final deposits above t
4160263,70120,O,220476.63,1997-08-21,1-URGENT,Clerk#000000917,0,en requests about the bold requests play furiously carefully close ex
2126338,100898,O,40976.21,1997-10-18,3-MEDIUM,Clerk#000000070,0,s. even excuses affix according to the furiously final packages. sl
575008,3079,O,293310.59,1997-10-01,1-URGENT,Clerk#000000010,0, stealthily unusual so
3827842,144677,O,267532.59,1997-11-16,4-NOT SPECIFIED,Clerk#000000864,0,deposits nag. foxes sleep quickly-- carefully regular requests across the 
840386,105256,O,96648.35,1997-09-03,2-HIGH,Clerk#000000477,0,"thely pending deposits. foxes nag special deposits. regular, express theodolit"
1106629,4274,O,127863.64,1997-09-11,4-NOT SPECIFIED,Clerk#000000048,0,nal braids. even packages after the carefully pending d
1096325,77906,O,187356.34,1997-09-30,1-URGENT,Clerk#000000896,0,ly against the regular deposi
5971366,149939,O,191222.36,1997-09-14,4-NOT SPECIFIED,Clerk#000000765,0,counts about the furiously bold ideas wake slyly regular instructions. pl
3229959,118604,O,210573.67,1997-08-28,2-HIGH,Clerk#000000604,0,e carefully requests. blithely special pack
3698371,12925,O,147464.40,1997-09-16,1-URGENT,Clerk#000000621,0,"e blithely. quick deposits wake carefully final, fin"
5545347,111968,O,112883.00,1997-08-27,4-NOT SPECIFIED,Clerk#000000030,0, about the slyly regular deposits. sl
480610,50224,O,284806.07,1997-11-21,4-NOT SPECIFIED,Clerk#000000165,0,ncies. slyly regular packages are at the never sly ideas. slyly bold packages 
1800803,97042,O,143884.12,1997-12-20,2-HIGH,Clerk#000000541,0,ymptotes. unusual packages wake among the blithely unusual ideas. braids in
1960129,148378,O,207003.23,1997-09-22,2-HIGH,Clerk#000000395,0,after the slyly pending t
2686854,9130,O,43909.21,1997-11-11,3-MEDIUM,Clerk#000000234,0, alongside of the even deposits. slyly ir
54946,87196,O,342685.00,1997-11-16,1-URGENT,Clerk#000000752,0,sts. fluffily pending de
3923687,45559,O,260081.34,1997-08-28,1-URGENT,Clerk#000000066,0,gle: unusual excuses cajole among the slyly final deposit
5369606,65495,O,263418.79,1997-09-17,2-HIGH,Clerk#000000296,0,ronic foxes cajole slyly after the carefully silent packages. fu
1505223,136562,O,233913.74,1997-11-01,2-HIGH,Clerk#000000779,0,"ironic packages wake slyly before the thinly pending platelets. ruthless, re"
1758018,85756,O,63117.67,1997-08-28,1-URGENT,Clerk#000000999,0,slyly final ideas detect furiously fur
5955300,72215,O,283625.29,1997-11-14,5-LOW,Clerk#000000007,0,. even requests wake. blithely re
3731013,39400,O,33966.30,1997-10-23,5-LOW,Clerk#000000311,0,"r, final excuses. blithely regular deposits sleep? bravely regular packages a"
137382,101996,O,83971.10,1997-10-23,2-HIGH,Clerk#000000455,0,c epitaphs haggle silently foxes
4605922,137038,O,210885.21,1997-09-04,3-MEDIUM,Clerk#000000770,0,hely special deposits sleep blithely above the slyly 
1892166,120806,O,219236.28,1997-10-12,1-URGENT,Clerk#000000984,0, final dependencies. quickly even packages use slyly c
355553,62693,O,190694.36,1997-12-05,5-LOW,Clerk#000000699,0,fix carefully above the blithely unusual theodolites. careful
856899,58177,O,351565.78,1997-11-14,2-HIGH,Clerk#000000364,0,y special asymptotes. carefully regular packages detect c
5986499,131726,O,224580.10,1997-09-16,1-URGENT,Clerk#000000246,0,ular pinto beans kindle furiously across the slyl
647781,19600,O,348065.01,1997-11-16,4-NOT SPECIFIED,Clerk#000000610,0,the final ideas nag special pinto beans. expre
3851266,70441,O,134538.11,1997-12-06,2-HIGH,Clerk#000000049,0,inal accounts will have to bre
251813,81485,O,269860.86,1997-11-25,1-URGENT,Clerk#000000436,0,hins snooze. silent packages boost quickly a
3756481,39377,O,162337.15,1997-10-18,5-LOW,Clerk#000000358,0,ld platelets along the furiously unusual instructions use ruthle
5585991,5648,O,52398.82,1997-10-01,5-LOW,Clerk#000000403,0,"ular sheaves. final, regular not"
269415,2722,O,170386.65,1997-09-25,5-LOW,Clerk#000000142,0,lly regular foxes boost blithely about the ironic accounts. careful
5252929,38611,O,222834.93,1997-10-25,4-NOT SPECIFIED,Clerk#000000310,0,uriously express asymptotes detect s
621350,18463,O,99503.09,1997-12-19,2-HIGH,Clerk#000000725,0,ideas wake blithely. slyly pending courts gro
4433026,54992,O,284554.26,1997-10-08,2-HIGH,Clerk#000000935,0,regular warthogs sleep final theodolites. furiou
531809,141800,O,213264.48,1997-10-11,5-LOW,Clerk#000000125,0,deposits. slyly final platelets haggle according to the slyly reg
3200772,101680,O,323313.74,1997-10-04,1-URGENT,Clerk#000000189,0, are. carefully regular de
5155143,102481,O,181487.07,1997-09-28,3-MEDIUM,Clerk#000000286,0,integrate blithely. carefully even packages 
2493188,119410,O,196313.44,1997-11-02,4-NOT SPECIFIED,Clerk#000000552,0,"row final, ironic ideas. blithely even instruc"
3261255,143212,O,313211.60,1997-10-17,1-URGENT,Clerk#000000101,0, silent accounts wake slyl
742692,68632,O,236156.05,1997-11-01,4-NOT SPECIFIED,Clerk#000000025,0, regular packages affix quickly ab
5416581,140185,O,265128.83,1997-12-11,3-MEDIUM,Clerk#000000106,0,ending deposits. furiously final accounts detect car
3059520,105808,O,241643.73,1997-08-29,4-NOT SPECIFIED,Clerk#000000844,0,quickly outside the carefully express r
3147200,22135,O,180749.75,1997-09-04,4-NOT SPECIFIED,Clerk#000000324,0,lar requests detect car
2476326,87031,O,297143.10,1997-12-11,1-URGENT,Clerk#000000531,0,al packages. quickly pending pinto beans mold agai
5032834,140789,O,223743.96,1997-10-22,2-HIGH,Clerk#000000227,0,hely regular requests integrate careful
1175713,130433,O,182023.41,1997-11-15,5-LOW,Clerk#000000314,0, regular dependencies. silent foxes was bl
1192871,21580,O,355828.51,1997-09-09,5-LOW,Clerk#000000250,0,ding packages. quickly fi
5021572,103276,O,266181.02,1997-10-20,5-LOW,Clerk#000000236,0,"against the final, careful ideas. slyly pending packages"
846213,47060,O,456311.86,1997-12-02,2-HIGH,Clerk#000000156,0,ar deposits doubt express pint
39014,16427,O,164656.42,1997-11-05,3-MEDIUM,Clerk#000000797,0,"s haggle slyly. pearls nag furiously ironic, unusual "
4808227,58948,O,348905.66,1997-11-11,1-URGENT,Clerk#000000180,0, even packages. fluffily ironic theodolites above the carefully specia
1328068,28124,O,214322.76,1997-12-12,4-NOT SPECIFIED,Clerk#000000125,0,he evenly unusual deposits. slyly 
2310406,36121,O,317300.01,1997-08-28,2-HIGH,Clerk#000000819,0,as use. requests cajole b
3571844,21520,O,199581.65,1997-12-17,3-MEDIUM,Clerk#000000770,0,ans. carefully ironic requests shall have to haggle quickly across the ev
3538978,148637,O,257926.11,1997-11-26,5-LOW,Clerk#000000603,0,nstructions snooze carefully pending 
2367719,137573,O,152867.07,1997-12-06,4-NOT SPECIFIED,Clerk#000000453,0,eans boost furiously regular packages. 
5527687,95641,O,145689.64,1997-11-23,1-URGENT,Clerk#000000674,0,uriously bold depths solve regular asymptotes. slyly regular 
2324579,43330,O,52484.13,1997-08-05,4-NOT SPECIFIED,Clerk#000000613,0,p carefully among the slyly special plat
3494627,75106,O,43456.32,1997-11-04,4-NOT SPECIFIED,Clerk#000000779,0,usly ironic deposits. regular deposits 
3474211,124834,O,202467.51,1997-08-25,5-LOW,Clerk#000000331,0,ely. carefully busy dolp
1542151,18221,O,123485.07,1997-09-27,2-HIGH,Clerk#000000733,0,ly fluffy theodolites haggle 
1574499,23132,O,245300.29,1997-12-09,2-HIGH,Clerk#000000955,0,iously final deposits. carefully even instructions sleep slyly? fluffily iron
1256068,54658,O,204551.65,1997-08-17,3-MEDIUM,Clerk#000000166,0,egular foxes are furiously fluffily unusual accounts. slyly en
148256,70537,O,122183.79,1997-09-06,1-URGENT,Clerk#000000078,0,"press, silent asymptotes nag. carefully regular hockey players above t"
3567591,72107,O,246066.22,1997-12-08,3-MEDIUM,Clerk#000000555,0,"c, ironic forges? express, regular ideas cajole blit"
3147488,61966,O,106925.22,1997-09-09,1-URGENT,Clerk#000000033,0,ffix according to the silent packages. furiously unusual accounts haggle car
5479329,102919,O,297753.23,1997-10-14,2-HIGH,Clerk#000000066,0,ses detect bold pinto beans. regular instructions are slyly. regu
105733,127387,O,222817.86,1997-12-05,3-MEDIUM,Clerk#000000295,0,the sometimes final foxes. furiously ironic asy
2898790,16921,O,201411.80,1997-10-04,5-LOW,Clerk#000000938,0,efully after the frets. express theodolites nag quickly b
4994208,4252,O,272224.26,1997-09-03,4-NOT SPECIFIED,Clerk#000000189,0,posits cajole about the carefully even pinto beans. furiously 
3866311,97381,O,128835.82,1997-11-11,5-LOW,Clerk#000000694,0, slyly. regular packages are within the carefully bold deposits. carefully
2428422,42097,O,112081.76,1997-11-15,2-HIGH,Clerk#000000559,0,nd the blithely regular deposits. furiously special pinto beans sleep. sly
3773029,54934,O,308404.42,1997-09-04,5-LOW,Clerk#000000529,0,s. regular instructions wake blithely ironic ins
4140004,63118,O,218155.44,1997-09-15,4-NOT SPECIFIED,Clerk#000000864,0,uests. carefully special deposits ca
2432130,111365,O,174000.82,1997-09-15,5-LOW,Clerk#000000820,0,unts. regularly regular deposits use careful
2221575,82088,O,90824.12,1997-12-10,2-HIGH,Clerk#000000521,0,"tes print slyly pending, unusual deposits. slyly even courts are fu"
5890592,106315,O,187690.87,1997-08-28,1-URGENT,Clerk#000000992,0,uriously. requests cajole quickly across the regular asymptotes. regular d
840578,29327,O,173101.73,1997-09-16,1-URGENT,Clerk#000000715,0, carefully regular asymptotes poach slyly along the carefully unusual depo
898469,133174,O,215752.34,1997-12-18,5-LOW,Clerk#000000688,0,t blithely permanent deposits. slyly ironic re
5013607,37564,O,115186.46,1997-09-19,1-URGENT,Clerk#000000274,0,lithely pending packages use regular theod
2169984,28697,O,180849.94,1997-11-23,2-HIGH,Clerk#000000477,0,ously bold ideas wake
5332196,43640,O,284341.13,1997-09-23,4-NOT SPECIFIED,Clerk#000000509,0,lar pinto beans. fluffily pending excuses cajole. quick deposits cajo
5861220,63848,O,188660.69,1997-09-06,2-HIGH,Clerk#000000744,0, deposits snooze carefully about the excuses. quickly bold t
5191520,94490,O,223144.40,1997-12-16,4-NOT SPECIFIED,Clerk#000000272,0,eas are slyly courts-- ironic pinto bea
2420133,110017,O,221363.10,1997-10-15,4-NOT SPECIFIED,Clerk#000000498,0,longside of the pinto beans. special pains wake qui
2909795,85732,O,340884.26,1997-11-02,4-NOT SPECIFIED,Clerk#000000960,0,s. packages haggle alongside of the foxes. fu
874695,20653,O,161936.23,1997-09-01,1-URGENT,Clerk#000000732,0,al instructions. daring d
5464197,64709,O,273407.10,1997-10-22,2-HIGH,Clerk#000000079,0,arefully final frets. braids wake fluffily furiously regular plat
3136678,29693,O,236413.64,1997-08-25,5-LOW,Clerk#000000337,0,ending deposits use even deposits. 
