P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT
142127,papaya lime magenta khaki indian,Manufacturer#4,Brand#45,PROMO BRUSHED STEEL,46,JUMBO PKG,1169.12, regular platelets a
63269,puff deep firebrick light sienna,Manufacturer#2,Brand#21,MEDIUM ANODIZED COPPER,26,WRAP CAN,1232.26,"fully final, ironic d"
111487,salmon navajo medium tan linen,Manufacturer#5,Brand#53,SMALL ANODIZED COPPER,36,SM BAG,1498.48,dolites: request
160648,dim dark honeydew khaki almond,Manufacturer#3,Brand#34,SMALL ANODIZED NICKEL,10,LG PACK,1708.64,packages prom
37688,tan blue gainsboro khaki indian,Manufacturer#5,Brand#54,STANDARD ANODIZED NICKEL,28,LG PACK,1625.68,sly accounts. accoun
117913,red sky goldenrod slate cream,Manufacturer#2,Brand#25,LARGE BURNISHED COPPER,42,SM BOX,1930.91,ounts 
44365,yellow purple forest chartreuse maroon,Manufacturer#3,Brand#31,STANDARD POLISHED BRASS,11,JUMBO PACK,1309.36,l dolph
45800,turquoise wheat white thistle bisque,Manufacturer#3,Brand#31,SMALL ANODIZED TIN,6,JUMBO CASE,1745.80,iously
173393,white peach turquoise peru smoke,Manufacturer#5,Brand#52,SMALL BURNISHED BRASS,9,WRAP DRUM,1466.39,he blithely unusual 
23118,ivory snow honeydew brown orchid,Manufacturer#5,Brand#54,LARGE ANODIZED STEEL,27,JUMBO DRUM,1041.11,slyly fluffily i
3983,saddle green indian tomato smoke,Manufacturer#1,Brand#13,STANDARD PLATED NICKEL,26,MED BAG,1886.98,ests above the
83592,ghost linen mint indian antique,Manufacturer#2,Brand#25,STANDARD BRUSHED STEEL,40,SM BAG,1575.59,en excuses boos
137773,linen azure rose chiffon slate,Manufacturer#2,Brand#25,ECONOMY BURNISHED COPPER,41,MED CAN,1810.77,dolites. bli
48985,honeydew chocolate cornsilk rose sandy,Manufacturer#5,Brand#54,PROMO ANODIZED NICKEL,4,JUMBO JAR,1933.98,the bold theodolites.
129932,lemon chocolate linen lime burnished,Manufacturer#3,Brand#34,STANDARD POLISHED NICKEL,5,SM BOX,1961.93,ful theodo
72743,linen lemon forest coral almond,Manufacturer#1,Brand#14,ECONOMY ANODIZED NICKEL,20,SM CASE,1715.74,dependencies detect. b
37677,chiffon midnight deep firebrick white,Manufacturer#2,Brand#21,MEDIUM PLATED BRASS,36,LG PKG,1614.67,ve the f
52378,aquamarine goldenrod tomato firebrick drab,Manufacturer#5,Brand#51,PROMO BURNISHED NICKEL,2,JUMBO PACK,1330.37, ironic acc
56675,snow sky gainsboro dodger smoke,Manufacturer#3,Brand#32,PROMO BRUSHED COPPER,29,MED DRUM,1631.67,l deposits are.
178389,tomato firebrick lime grey purple,Manufacturer#4,Brand#45,PROMO POLISHED COPPER,20,MED BAG,1467.38,lites use. unusual
27380,burlywood lavender coral floral deep,Manufacturer#4,Brand#43,PROMO PLATED STEEL,48,MED PACK,1307.38, requests cajole alo
21546,chocolate purple honeydew wheat rose,Manufacturer#1,Brand#15,LARGE PLATED NICKEL,40,LG CASE,1467.54,slyly fluffily fina
40745,lawn burnished wheat slate cornsilk,Manufacturer#5,Brand#52,PROMO BURNISHED BRASS,35,WRAP PKG,1685.74,e besi
155321,mint forest blanched deep dodger,Manufacturer#5,Brand#54,LARGE PLATED STEEL,36,WRAP DRUM,1376.32,unts wak
157080,dodger bisque almond firebrick moccasin,Manufacturer#2,Brand#24,MEDIUM ANODIZED NICKEL,26,MED PACK,1137.08,sts are against t
6879,sienna slate chartreuse lavender rose,Manufacturer#5,Brand#51,STANDARD PLATED COPPER,25,JUMBO DRUM,1785.87,r the d
65857,lemon plum dodger lavender powder,Manufacturer#5,Brand#52,PROMO BURNISHED STEEL,45,SM BAG,1822.85,use blithel
41984,light almond white indian orchid,Manufacturer#4,Brand#42,PROMO BURNISHED BRASS,29,MED PKG,1925.98,ly. reg
88415,papaya lavender sandy coral rosy,Manufacturer#2,Brand#21,PROMO POLISHED COPPER,44,LG BAG,1403.41,lly even deposits s
59997,lace sky cyan seashell antique,Manufacturer#5,Brand#54,SMALL POLISHED TIN,37,JUMBO PKG,1956.99, asymptotes alongs
95489,plum tomato linen antique light,Manufacturer#4,Brand#43,LARGE POLISHED COPPER,14,MED DRUM,1484.48,fluffily ev
96464,blush yellow antique orange green,Manufacturer#5,Brand#54,LARGE BURNISHED NICKEL,37,JUMBO DRUM,1460.46, nag f
87925,powder puff goldenrod lawn seashell,Manufacturer#3,Brand#32,MEDIUM BURNISHED STEEL,17,JUMBO BAG,1912.92,grate ironic r
3864,royal plum cyan smoke almond,Manufacturer#4,Brand#44,LARGE BURNISHED COPPER,1,JUMBO PACK,1767.86,final acc
61319,green navy gainsboro turquoise peru,Manufacturer#1,Brand#14,STANDARD PLATED STEEL,13,LG CASE,1280.31, beans haggle 
118224,olive purple medium misty dim,Manufacturer#3,Brand#34,ECONOMY PLATED STEEL,28,JUMBO BAG,1242.22,s request
147966,magenta floral olive peru chiffon,Manufacturer#1,Brand#11,PROMO PLATED TIN,33,LG CAN,2013.96,arefully atop th
197321,cornsilk turquoise lime brown goldenrod,Manufacturer#5,Brand#54,STANDARD BURNISHED STEEL,40,WRAP PACK,1418.32,. even dugouts
61060,beige dodger pale midnight lime,Manufacturer#4,Brand#45,PROMO BRUSHED STEEL,45,SM CAN,1021.06,ular depend
67755,frosted burlywood tan rosy gainsboro,Manufacturer#5,Brand#54,STANDARD BRUSHED STEEL,2,JUMBO DRUM,1722.75,fluffily un
159654,chartreuse cornsilk moccasin violet tan,Manufacturer#2,Brand#21,SMALL ANODIZED COPPER,13,SM CAN,1713.65,to the iro
175201,cornflower pale khaki floral snow,Manufacturer#1,Brand#11,SMALL PLATED TIN,11,LG JAR,1276.20,ily unusual depen
186629,violet drab orange almond peru,Manufacturer#1,Brand#15,MEDIUM BURNISHED BRASS,5,JUMBO BAG,1715.62,dolites. quic
93381,almond khaki pink dim smoke,Manufacturer#1,Brand#14,PROMO ANODIZED NICKEL,42,SM BAG,1374.38, final
106352,midnight almond navajo salmon violet,Manufacturer#3,Brand#32,SMALL PLATED COPPER,20,MED CAN,1358.35, the packages. 
39301,white lavender dodger lawn azure,Manufacturer#1,Brand#13,LARGE PLATED STEEL,10,MED PACK,1240.30,er the special p
42667,olive maroon rose drab honeydew,Manufacturer#5,Brand#53,PROMO BRUSHED BRASS,46,WRAP BOX,1609.66,fully. carefu
167032,pale sienna white brown lavender,Manufacturer#4,Brand#44,ECONOMY BRUSHED TIN,5,SM PKG,1099.03,efully against
45749,frosted red magenta dim orange,Manufacturer#4,Brand#44,MEDIUM POLISHED NICKEL,33,WRAP BAG,1694.74,oxes. iro
116772,navy brown honeydew midnight chocolate,Manufacturer#4,Brand#45,ECONOMY PLATED STEEL,6,JUMBO PKG,1788.77,oxes 
168411,mint chocolate bisque olive dark,Manufacturer#3,Brand#33,SMALL ANODIZED BRASS,7,JUMBO BAG,1479.41,caref
70925,powder peru misty ghost lawn,Manufacturer#4,Brand#45,PROMO POLISHED BRASS,16,JUMBO JAR,1895.92,old furi
38234,white deep hot orchid maroon,Manufacturer#3,Brand#35,STANDARD POLISHED NICKEL,41,SM PACK,1172.23,slyly e
7230,dodger drab plum almond coral,Manufacturer#3,Brand#32,SMALL BURNISHED STEEL,23,SM PACK,1137.23, furiously regular
131806,light snow khaki cornflower mint,Manufacturer#3,Brand#34,LARGE POLISHED TIN,22,SM BOX,1837.80,ake carefully. ironic
117120,cream bisque chiffon goldenrod dark,Manufacturer#5,Brand#53,MEDIUM POLISHED NICKEL,3,LG BAG,1137.12,old accounts are f
67754,firebrick seashell pale blush spring,Manufacturer#3,Brand#33,ECONOMY PLATED TIN,6,JUMBO PKG,1721.75,aggle quickly about
43322,chartreuse drab midnight lace sienna,Manufacturer#5,Brand#55,ECONOMY POLISHED NICKEL,42,LG BAG,1265.32,bove the fluff
150988,almond burlywood black antique yellow,Manufacturer#4,Brand#41,STANDARD BRUSHED BRASS,43,SM CAN,2038.98,equests su
43915,navy peru slate mint aquamarine,Manufacturer#5,Brand#51,SMALL ANODIZED TIN,24,LG JAR,1858.91,s doubt
23127,firebrick honeydew navajo cyan light,Manufacturer#5,Brand#51,SMALL POLISHED STEEL,16,JUMBO BAG,1050.12,lar packages. regul
46070,turquoise firebrick almond dim navajo,Manufacturer#4,Brand#42,MEDIUM BRUSHED NICKEL,8,JUMBO CAN,1016.07,ests. furi
183881,medium smoke brown ivory green,Manufacturer#4,Brand#43,PROMO BURNISHED NICKEL,28,WRAP PACK,1964.88,"ual, specia"
155816,coral rose tomato salmon plum,Manufacturer#2,Brand#24,SMALL BURNISHED COPPER,9,LG BOX,1871.81,nding di
163468,blue spring antique mint floral,Manufacturer#1,Brand#15,ECONOMY PLATED BRASS,25,LG PKG,1531.46,thely along t
15231,tomato grey moccasin sky azure,Manufacturer#1,Brand#12,LARGE BURNISHED COPPER,9,SM PACK,1146.23,", regul"
133062,plum red coral thistle chocolate,Manufacturer#3,Brand#34,STANDARD BURNISHED STEEL,13,LG PKG,1095.06,s haggle. slyly un
91204,ghost white burlywood papaya smoke,Manufacturer#3,Brand#33,STANDARD BRUSHED NICKEL,23,LG CASE,1195.20,s acro
154055,thistle purple khaki sandy plum,Manufacturer#3,Brand#34,PROMO POLISHED TIN,1,JUMBO JAR,1109.05,"ross the pending, "
2654,papaya blush beige forest chocolate,Manufacturer#1,Brand#12,ECONOMY BRUSHED NICKEL,26,MED CASE,1556.65,ed multipliers 
98409,pink sienna ivory bisque lace,Manufacturer#2,Brand#24,LARGE ANODIZED NICKEL,3,SM BOX,1407.40,e blithely 
23665,lace azure cornsilk navajo almond,Manufacturer#2,Brand#22,LARGE BURNISHED COPPER,34,JUMBO DRUM,1588.66,regular gifts haggle
132841,ivory snow cornsilk burnished plum,Manufacturer#3,Brand#31,STANDARD ANODIZED COPPER,12,WRAP PACK,1873.84,furiousl
21647,cyan hot beige brown khaki,Manufacturer#1,Brand#11,STANDARD POLISHED NICKEL,25,LG JAR,1568.64,usly ironic pack
20267,burnished slate rosy orchid dark,Manufacturer#2,Brand#22,PROMO POLISHED NICKEL,27,LG CASE,1187.26,y unusual deposits 
32636,white violet navajo ghost rosy,Manufacturer#2,Brand#25,STANDARD BRUSHED COPPER,27,LG CAN,1568.63,equests. slyly
180744,dim plum royal grey blanched,Manufacturer#5,Brand#53,SMALL BRUSHED TIN,16,WRAP CAN,1824.74,t pinto beans. pending
176933,tomato powder blanched grey saddle,Manufacturer#2,Brand#21,STANDARD PLATED BRASS,7,MED BAG,2009.93,". bold, ironic depo"
45928,papaya puff lavender burlywood cream,Manufacturer#3,Brand#32,PROMO BRUSHED COPPER,28,WRAP CASE,1873.92,inally final fox
195996,plum honeydew deep misty dark,Manufacturer#1,Brand#15,ECONOMY BURNISHED STEEL,14,MED PKG,2091.99,gle after the furiou
148304,chartreuse dark violet peru papaya,Manufacturer#5,Brand#52,LARGE POLISHED BRASS,16,MED CASE,1352.30, deposits hag
154468,tomato green sienna purple hot,Manufacturer#2,Brand#23,STANDARD BURNISHED BRASS,28,JUMBO BOX,1522.46,as. q
199311,tomato saddle goldenrod black thistle,Manufacturer#5,Brand#51,ECONOMY ANODIZED NICKEL,2,LG PACK,1410.31,slyly bl
15423,violet navajo lime beige frosted,Manufacturer#1,Brand#12,STANDARD BURNISHED NICKEL,49,LG CASE,1338.42,ake furiously. reg
159378,white frosted turquoise floral tan,Manufacturer#3,Brand#34,MEDIUM BRUSHED NICKEL,41,JUMBO PKG,1437.37,dencies nag furiously
167146,sandy gainsboro chiffon yellow burnished,Manufacturer#1,Brand#11,LARGE ANODIZED BRASS,47,LG PACK,1213.14,ts. s
137932,dark brown firebrick lawn lime,Manufacturer#1,Brand#14,MEDIUM BRUSHED COPPER,15,MED PACK,1969.93,sly ironic pinto be
13127,firebrick orange honeydew deep white,Manufacturer#5,Brand#55,STANDARD ANODIZED COPPER,43,JUMBO PACK,1040.12,ven accounts. fina
25482,metallic cornflower medium navy tan,Manufacturer#2,Brand#24,STANDARD BURNISHED COPPER,40,JUMBO CAN,1407.48,ackages among
136739,rosy almond blanched forest plum,Manufacturer#5,Brand#53,STANDARD BURNISHED NICKEL,44,LG CASE,1775.73,ly iron
25772,antique papaya puff cream cornflower,Manufacturer#4,Brand#45,STANDARD BURNISHED NICKEL,10,LG BAG,1697.77,eas. foxes 
85626,red sienna chartreuse metallic dark,Manufacturer#4,Brand#43,PROMO BURNISHED NICKEL,23,WRAP DRUM,1611.62,he unu
62786,burlywood drab azure yellow cornflower,Manufacturer#3,Brand#32,PROMO PLATED NICKEL,11,WRAP BAG,1748.78,to th
150137,goldenrod indian purple tan chocolate,Manufacturer#2,Brand#25,MEDIUM BURNISHED STEEL,49,MED PACK,1187.13,eodolit
39435,moccasin cream lime seashell light,Manufacturer#2,Brand#21,SMALL PLATED BRASS,15,WRAP PACK,1374.43,eas. carefull
106540,misty puff olive moccasin red,Manufacturer#2,Brand#22,STANDARD PLATED COPPER,36,MED JAR,1546.54,"inal, i"
35833,saddle wheat olive plum grey,Manufacturer#4,Brand#42,STANDARD POLISHED NICKEL,40,SM CASE,1768.83, carefully b
28348,mint lemon navy slate drab,Manufacturer#5,Brand#55,SMALL PLATED COPPER,12,SM JAR,1276.34, are furiously af
69521,lawn royal sienna aquamarine maroon,Manufacturer#3,Brand#33,ECONOMY ANODIZED STEEL,31,MED PKG,1490.52,d theodolites. dar
22480,brown light orange coral ghost,Manufacturer#3,Brand#35,ECONOMY BRUSHED TIN,21,LG BOX,1402.48,l pinto be
114028,steel sky rosy chocolate yellow,Manufacturer#5,Brand#52,MEDIUM BRUSHED NICKEL,35,MED CAN,1042.02,al account
145426,rose lime gainsboro orange dark,Manufacturer#2,Brand#25,ECONOMY ANODIZED COPPER,15,SM DRUM,1471.42,structions print caref
121047,peach burlywood puff frosted chartreuse,Manufacturer#5,Brand#51,ECONOMY PLATED NICKEL,4,JUMBO BOX,1068.04,arefully regular
169537,sienna orange red bisque linen,Manufacturer#2,Brand#21,LARGE PLATED NICKEL,20,MED CAN,1606.53,ter the specia
158114,bisque dark sienna medium cyan,Manufacturer#2,Brand#23,SMALL PLATED TIN,49,JUMBO JAR,1172.11,le regula
140922,midnight pale saddle rosy smoke,Manufacturer#5,Brand#51,LARGE POLISHED COPPER,5,WRAP PACK,1962.92,nal packages cajole 
156464,metallic dark wheat lemon cyan,Manufacturer#5,Brand#51,MEDIUM BRUSHED NICKEL,41,SM BOX,1520.46,special ac
166212,blue green turquoise sienna papaya,Manufacturer#4,Brand#42,SMALL PLATED NICKEL,1,MED PACK,1278.21,kages. furio
86756,deep khaki thistle rose forest,Manufacturer#2,Brand#23,SMALL PLATED BRASS,47,WRAP BOX,1742.75, even
2107,yellow smoke lavender orange ivory,Manufacturer#3,Brand#32,ECONOMY ANODIZED BRASS,5,WRAP DRUM,1009.10,s eng
2059,papaya misty burlywood linen moccasin,Manufacturer#4,Brand#42,LARGE BURNISHED TIN,33,MED BAG,961.05,ake c
169605,peru purple burlywood sky cyan,Manufacturer#3,Brand#34,STANDARD BURNISHED TIN,9,MED BOX,1674.60, furiously even reques
121707,azure medium moccasin indian thistle,Manufacturer#5,Brand#52,ECONOMY POLISHED TIN,36,LG PACK,1728.70,y regular deposits. 
9978,navajo ivory forest yellow tomato,Manufacturer#2,Brand#21,STANDARD PLATED STEEL,35,SM BAG,1887.97,ore the carefully unus
155371,sienna cornsilk rosy almond lace,Manufacturer#4,Brand#42,ECONOMY PLATED STEEL,6,JUMBO DRUM,1426.37,reques
124657,violet frosted wheat misty blue,Manufacturer#3,Brand#33,LARGE PLATED BRASS,33,MED BAG,1681.65, again
99721,navy pale forest peach almond,Manufacturer#5,Brand#55,ECONOMY BRUSHED STEEL,14,SM PKG,1720.72,ts cajole 
45457,papaya indian slate navy violet,Manufacturer#1,Brand#14,LARGE ANODIZED TIN,48,MED CAN,1402.45,yly regular pinto b
23607,olive powder violet honeydew cyan,Manufacturer#2,Brand#22,SMALL ANODIZED STEEL,49,WRAP PACK,1530.60,sits. quickly expres
109789,hot black white thistle coral,Manufacturer#5,Brand#54,ECONOMY ANODIZED STEEL,40,LG JAR,1798.78,kages.
195200,blush deep azure peach cyan,Manufacturer#2,Brand#25,STANDARD POLISHED BRASS,29,MED PKG,1295.20,deposits! slyly ironi
112071,papaya yellow burnished lace deep,Manufacturer#3,Brand#35,STANDARD BURNISHED COPPER,10,LG CASE,1083.07,iously pendi
61471,orange purple blush saddle sienna,Manufacturer#5,Brand#55,ECONOMY POLISHED NICKEL,4,SM DRUM,1432.47,riously even acco
113917,navy khaki purple dodger sky,Manufacturer#5,Brand#52,ECONOMY PLATED TIN,13,SM CAN,1930.91,ges across the blithe
100396,lavender papaya slate olive red,Manufacturer#5,Brand#52,ECONOMY PLATED TIN,1,WRAP CAN,1396.39, at the pac
154587,brown blush chartreuse peach blue,Manufacturer#5,Brand#51,SMALL POLISHED NICKEL,37,WRAP PKG,1641.58,dencie
61285,purple cornflower light burnished lavender,Manufacturer#2,Brand#22,MEDIUM ANODIZED NICKEL,26,LG JAR,1246.28,unts c
92371,midnight frosted pink azure plum,Manufacturer#4,Brand#41,STANDARD BURNISHED TIN,43,MED JAR,1363.37,usly bol
101107,orange lawn azure sky turquoise,Manufacturer#4,Brand#45,PROMO PLATED COPPER,20,MED PKG,1108.10,among the ironic f
163050,dim sky ghost linen coral,Manufacturer#5,Brand#52,MEDIUM ANODIZED BRASS,1,LG CASE,1113.05,iousl
131419,maroon violet sky brown dodger,Manufacturer#2,Brand#25,STANDARD ANODIZED NICKEL,14,MED PKG,1450.41,fully express 
191533,lime dodger cyan olive cornflower,Manufacturer#4,Brand#41,MEDIUM BRUSHED COPPER,45,JUMBO PKG,1624.53,ress ruthlessly abou
69511,pink moccasin lace almond blush,Manufacturer#3,Brand#33,SMALL POLISHED STEEL,11,WRAP JAR,1480.51,es. carefully unus
65720,navajo green saddle tomato magenta,Manufacturer#2,Brand#22,SMALL BRUSHED BRASS,25,SM BOX,1685.72,. carefully iro
98048,khaki orchid tomato pale dodger,Manufacturer#2,Brand#25,SMALL BRUSHED COPPER,17,SM BOX,1046.04,nts sleep caref
123953,grey smoke antique navajo puff,Manufacturer#1,Brand#14,ECONOMY PLATED COPPER,43,JUMBO PACK,1976.95, beans. furiously exp
18896,snow turquoise maroon royal cornsilk,Manufacturer#5,Brand#51,MEDIUM BRUSHED NICKEL,21,WRAP CAN,1814.89,ously 
80202,maroon lavender cornsilk deep peach,Manufacturer#3,Brand#31,MEDIUM ANODIZED NICKEL,13,LG PACK,1182.20,e slyly. bold account
1431,burnished blush gainsboro yellow ivory,Manufacturer#5,Brand#52,ECONOMY BURNISHED STEEL,17,SM PACK,1332.43,ter th
105222,medium blush metallic linen puff,Manufacturer#2,Brand#24,ECONOMY ANODIZED STEEL,38,JUMBO DRUM,1227.22,y even
151046,goldenrod wheat bisque indian violet,Manufacturer#4,Brand#41,MEDIUM BRUSHED BRASS,21,SM JAR,1097.04, cajole quickly
161438,cream midnight cornsilk red chiffon,Manufacturer#5,Brand#53,MEDIUM POLISHED COPPER,13,LG DRUM,1499.43,al dep
62082,slate mint spring green deep,Manufacturer#4,Brand#43,MEDIUM POLISHED NICKEL,43,WRAP BOX,1044.08,hely pending ins
141871,navajo drab spring lemon slate,Manufacturer#5,Brand#51,LARGE BRUSHED STEEL,40,JUMBO DRUM,1912.87,ithely slyly silen
46228,plum orange navy black puff,Manufacturer#4,Brand#45,LARGE ANODIZED COPPER,44,JUMBO CASE,1174.22,s. express packag
171182,salmon mint saddle dim antique,Manufacturer#2,Brand#23,MEDIUM POLISHED COPPER,17,WRAP BOX,1253.18,counts sleep furiousl
51907,metallic saddle cornsilk orange misty,Manufacturer#3,Brand#31,LARGE BURNISHED COPPER,12,LG CAN,1858.90,agains
190533,azure brown orange smoke floral,Manufacturer#3,Brand#33,PROMO ANODIZED TIN,15,MED DRUM,1623.53,inal dugouts. 
6875,blue papaya steel lemon cyan,Manufacturer#2,Brand#25,ECONOMY PLATED NICKEL,22,JUMBO JAR,1781.87,ts are deposits. slyl
8084,dark hot spring midnight salmon,Manufacturer#3,Brand#34,PROMO BRUSHED STEEL,22,MED PKG,992.08,to the carefully 
188829,aquamarine cyan navy chartreuse plum,Manufacturer#2,Brand#21,PROMO POLISHED NICKEL,50,SM PKG,1917.82, pend
159838,thistle brown plum dodger peach,Manufacturer#1,Brand#13,PROMO ANODIZED STEEL,22,SM CASE,1897.83,ully pending accounts
136748,lace orchid metallic misty sky,Manufacturer#2,Brand#21,PROMO BRUSHED STEEL,26,SM PACK,1784.74,dogged deposits are sl
119508,green pale lawn blush spring,Manufacturer#3,Brand#33,LARGE BRUSHED BRASS,42,SM JAR,1527.50,es belie
123580,misty linen turquoise thistle slate,Manufacturer#5,Brand#54,PROMO POLISHED NICKEL,21,MED PACK,1603.58,uickly even pac
55285,royal forest lemon maroon chocolate,Manufacturer#4,Brand#42,LARGE POLISHED STEEL,14,WRAP BAG,1240.28,engage quickly. dogge
11930,violet moccasin chartreuse metallic coral,Manufacturer#2,Brand#24,ECONOMY POLISHED BRASS,22,SM DRUM,1841.93,sly even dugouts s
175125,misty tomato ivory cream purple,Manufacturer#4,Brand#44,MEDIUM ANODIZED BRASS,34,SM CASE,1200.12,riously
148017,lemon white black cornsilk peru,Manufacturer#2,Brand#25,SMALL POLISHED TIN,47,LG BAG,1065.01,deposits sleep furio
194134,linen turquoise orchid snow frosted,Manufacturer#1,Brand#13,STANDARD PLATED BRASS,11,JUMBO BOX,1228.13,ake quickly. furio
193084,pale frosted forest papaya blush,Manufacturer#3,Brand#33,PROMO PLATED TIN,35,LG JAR,1177.08,es. even theodoli
182079,navajo mint ivory lawn wheat,Manufacturer#4,Brand#45,PROMO ANODIZED STEEL,11,MED PKG,1161.07,horses. sl
85800,medium turquoise slate red blush,Manufacturer#2,Brand#22,ECONOMY BRUSHED NICKEL,2,LG BOX,1785.80,ests sleep f
21463,metallic dim sienna yellow powder,Manufacturer#5,Brand#53,SMALL ANODIZED COPPER,28,SM CAN,1384.46,ainst the slyly speci
46658,blanched olive peru papaya pink,Manufacturer#5,Brand#52,LARGE BRUSHED COPPER,45,MED CASE,1604.65,hely careful requests 
198114,moccasin pale goldenrod cornsilk antique,Manufacturer#5,Brand#53,SMALL PLATED COPPER,35,SM DRUM,1212.11, asymptotes nag 
5302,midnight navy royal powder mint,Manufacturer#3,Brand#35,SMALL BRUSHED NICKEL,31,MED CASE,1207.30,es wake boldly aro
61948,yellow sky hot burnished dim,Manufacturer#4,Brand#45,PROMO PLATED NICKEL,21,JUMBO CASE,1909.94,he slyly reg
163541,aquamarine orchid honeydew ghost azure,Manufacturer#5,Brand#55,PROMO PLATED BRASS,20,LG PACK,1604.54,detect. iron
13601,saddle indian papaya blue seashell,Manufacturer#3,Brand#31,PROMO BRUSHED BRASS,48,LG BOX,1514.60,ously. quickly expre
61557,khaki cornflower thistle violet dodger,Manufacturer#5,Brand#54,PROMO BRUSHED STEEL,40,WRAP CAN,1518.55,pending excuses det
161579,frosted almond azure medium papaya,Manufacturer#3,Brand#34,STANDARD ANODIZED BRASS,20,LG BAG,1640.57,ntegrate care
