L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
4756931,93814,8833,5,14.00,25309.34,0.00,0.04,N,O,1997-12-31,1998-02-28,1998-01-01,TAKE BACK RETURN,MAIL,xcuses promi
1218535,2706,7707,5,25.00,40217.50,0.08,0.06,N,O,1997-12-04,1997-10-17,1998-01-01,COLLECT COD,REG AIR,unusual packa
4902756,41765,6774,4,39.00,66563.64,0.01,0.01,N,O,1997-12-03,1998-01-16,1998-01-01,NONE,RAIL, requests sleep daringly 
1783331,12675,179,2,21.00,33341.07,0.02,0.04,N,O,1997-12-10,1997-11-15,1998-01-01,TAKE BACK RETURN,FOB,nal pinto beans wak
4580646,151086,1087,5,5.00,5685.40,0.03,0.08,N,O,1997-12-15,1998-01-06,1998-01-01,DELIVER IN PERSON,SHIP,ions. blithely 
1520321,52874,390,1,13.00,23749.31,0.01,0.07,N,O,1997-12-31,1998-01-04,1998-01-01,COLLECT COD,AIR,g the blith
4029318,3565,1066,6,9.00,13217.04,0.05,0.05,N,O,1997-12-29,1997-12-01,1998-01-01,DELIVER IN PERSON,TRUCK,ctions can integrate carefully bold deposit
1797636,113875,8898,4,18.00,33999.66,0.00,0.00,N,O,1997-12-08,1998-01-11,1998-01-01,COLLECT COD,AIR,inal deposits
1746246,19860,9861,3,23.00,40936.78,0.02,0.08,N,O,1997-12-22,1997-11-13,1998-01-01,NONE,MAIL,ts. carefull
1431619,37407,2414,3,32.00,43020.80,0.08,0.04,N,O,1997-12-27,1997-11-27,1998-01-01,TAKE BACK RETURN,RAIL,arefully f
5166150,114822,4823,5,31.00,56941.42,0.08,0.03,N,O,1997-12-22,1997-11-28,1998-01-01,COLLECT COD,RAIL,"the platelets wake express, regular pint"
1338241,128929,8930,1,37.00,72443.04,0.09,0.03,N,O,1997-12-27,1998-01-14,1998-01-01,NONE,AIR,ideas. blithely spe
1789509,199079,1599,3,46.00,54191.22,0.02,0.02,N,O,1997-12-05,1998-02-03,1998-01-01,TAKE BACK RETURN,SHIP, foxes. carefully r
1242755,155274,2820,1,24.00,31902.48,0.07,0.06,N,O,1997-12-02,1997-10-30,1998-01-01,COLLECT COD,AIR, have to cajole care
4261990,16484,6485,2,19.00,26609.12,0.00,0.06,N,O,1997-12-29,1998-02-22,1998-01-01,TAKE BACK RETURN,FOB,ar requests nag slyly regula
1238117,107581,92,2,45.00,71486.10,0.07,0.07,N,O,1997-12-11,1997-12-06,1998-01-01,DELIVER IN PERSON,MAIL, carefully between the enticingly final a
1275110,129858,7395,4,40.00,75514.00,0.02,0.01,N,O,1997-12-09,1998-02-09,1998-01-01,DELIVER IN PERSON,TRUCK,"even, silent waters sleep blithel"
1727456,3252,8253,2,34.00,39278.50,0.06,0.08,N,O,1997-12-04,1998-01-31,1998-01-01,TAKE BACK RETURN,AIR,e regular accounts. qu
2629090,197150,7151,5,47.00,58616.05,0.08,0.03,N,O,1997-12-16,1997-10-17,1998-01-01,COLLECT COD,TRUCK,onic depen
276197,165822,855,3,35.00,66073.70,0.03,0.02,N,O,1997-12-16,1997-11-29,1998-01-01,NONE,SHIP,lar deposits.
2430020,98875,1385,3,12.00,22486.44,0.00,0.07,N,O,1997-12-20,1998-02-16,1998-01-01,COLLECT COD,TRUCK,refully final theodolites wake fu
2763526,151550,1551,2,33.00,52851.15,0.09,0.01,N,O,1997-12-03,1997-12-02,1998-01-01,TAKE BACK RETURN,MAIL,ts. quickly ironic account
2070375,32212,4716,5,24.00,27461.04,0.02,0.03,N,O,1997-12-14,1997-12-20,1998-01-01,TAKE BACK RETURN,RAIL,foxes! finally pending idea
4495234,199057,6615,2,6.00,6936.30,0.03,0.04,N,O,1997-12-12,1997-12-17,1998-01-01,NONE,TRUCK,nusual packages nag furiously
4443270,118207,3230,2,16.00,19603.20,0.06,0.08,N,O,1997-12-17,1997-12-25,1998-01-01,TAKE BACK RETURN,RAIL,gular excuses cajole quickly a
4353282,134338,6852,4,41.00,56265.53,0.02,0.07,N,O,1997-12-13,1997-12-21,1998-01-01,NONE,TRUCK,lyly final foxes boost quic
160224,11312,1313,4,38.00,46485.78,0.06,0.08,N,O,1997-12-05,1997-11-04,1998-01-01,NONE,REG AIR, ideas. furiously e
1167173,164828,2377,1,24.00,45427.68,0.09,0.06,N,O,1997-12-31,1998-02-13,1998-01-01,COLLECT COD,AIR,"s wake slyly ironic, express sent"
757605,69425,9426,3,41.00,57171.22,0.03,0.06,N,O,1997-12-12,1998-01-18,1998-01-01,NONE,FOB,fully deposits; bold deposi
4217285,194870,4871,4,43.00,84489.41,0.06,0.02,N,O,1997-12-31,1998-01-21,1998-01-01,COLLECT COD,TRUCK,"ests at the express, i"
4207621,118092,5626,2,32.00,35522.88,0.04,0.00,N,O,1997-12-06,1997-09-29,1998-01-01,DELIVER IN PERSON,REG AIR,tructions. bold accounts cajole s
114374,185846,5847,7,12.00,23182.08,0.01,0.01,N,O,1997-12-04,1997-10-27,1998-01-01,DELIVER IN PERSON,TRUCK,ess accounts. slyly bold theodolites
4687716,77043,2058,2,31.00,31621.24,0.07,0.04,N,O,1997-12-16,1997-11-16,1998-01-01,COLLECT COD,SHIP, requests sublate agai
1721345,55443,7949,4,10.00,13984.40,0.09,0.03,N,O,1997-12-02,1997-11-02,1998-01-01,COLLECT COD,RAIL,ly among the careful
5090432,194529,7049,6,1.00,1623.52,0.07,0.00,N,O,1997-12-12,1997-12-03,1998-01-01,COLLECT COD,TRUCK,"ress deposits. ironic,"
4595750,106344,6345,1,32.00,43210.88,0.05,0.05,N,O,1997-12-23,1998-02-18,1998-01-01,DELIVER IN PERSON,RAIL,ongside of the theodo
653413,155920,3466,5,46.00,90892.32,0.03,0.02,N,O,1997-12-03,1997-12-21,1998-01-01,NONE,AIR,accounts sleep carefully even p
4761475,30295,7805,2,16.00,19604.64,0.03,0.00,N,O,1997-12-21,1998-01-31,1998-01-01,TAKE BACK RETURN,FOB, requests use quickly furiously final ideas
712483,5008,5009,3,35.00,31955.00,0.06,0.00,N,O,1997-12-17,1998-01-03,1998-01-01,COLLECT COD,SHIP,counts. furi
4484358,69250,4263,4,9.00,10973.25,0.03,0.02,N,O,1997-12-31,1998-01-14,1998-01-01,DELIVER IN PERSON,REG AIR, ironic deposits promise
4618087,5302,303,1,47.00,56743.10,0.05,0.02,N,O,1997-12-12,1998-02-05,1998-01-01,DELIVER IN PERSON,MAIL,l dependencies. ironic request
1992007,196218,6219,4,34.00,44683.14,0.03,0.06,N,O,1997-12-17,1998-02-10,1998-01-01,TAKE BACK RETURN,SHIP,"ts are about the deposits. final, regular"
4585762,3963,8964,4,39.00,72811.44,0.07,0.04,N,O,1997-12-29,1997-12-30,1998-01-01,NONE,TRUCK, the blithely idle pinto beans. slyly iron
4988324,140372,373,2,42.00,59319.54,0.03,0.07,N,O,1997-12-25,1998-02-18,1998-01-01,NONE,TRUCK,accounts. regular ideas snooze quickly.
5920708,75488,7996,2,15.00,21952.20,0.02,0.04,N,O,1997-12-24,1997-10-18,1998-01-01,DELIVER IN PERSON,FOB,permanent acc
1878502,54937,2453,1,44.00,83244.92,0.04,0.06,N,O,1997-12-26,1997-11-19,1998-01-01,TAKE BACK RETURN,REG AIR,e quickly. carefully unusual ideas d
2037508,142828,5343,2,39.00,72961.98,0.03,0.06,N,O,1997-12-10,1997-12-16,1998-01-01,NONE,AIR,-ray quickly
274470,79298,9299,1,49.00,62587.21,0.09,0.07,N,O,1997-12-29,1997-12-20,1998-01-01,DELIVER IN PERSON,FOB,uffy packages wake. blithely regular 
215202,85514,3039,6,39.00,58480.89,0.08,0.00,N,O,1997-12-30,1997-11-12,1998-01-01,DELIVER IN PERSON,RAIL, sleep blithely above the 
359520,172324,2325,3,47.00,65627.04,0.04,0.01,N,O,1997-12-21,1998-02-15,1998-01-01,DELIVER IN PERSON,REG AIR,are furiou
1924899,67659,7660,2,36.00,58559.40,0.04,0.03,N,O,1997-12-13,1997-12-18,1998-01-01,TAKE BACK RETURN,REG AIR,kages. slyly dogged r
355553,119737,7271,1,33.00,57972.09,0.04,0.02,N,O,1997-12-14,1998-01-15,1998-01-01,DELIVER IN PERSON,SHIP,tructions. carefully pending instructio
4518662,64659,2178,4,27.00,43838.55,0.00,0.03,N,O,1997-12-21,1997-10-22,1998-01-01,TAKE BACK RETURN,REG AIR,es. blithely ir
5215106,197752,2791,4,9.00,16647.75,0.05,0.08,N,O,1997-12-21,1998-02-10,1998-01-01,TAKE BACK RETURN,TRUCK,uthlessly daring requests aft
974053,96632,9142,4,17.00,27686.71,0.09,0.05,N,O,1997-12-08,1997-11-30,1998-01-01,NONE,RAIL,eat. express p
755075,97752,262,4,27.00,47243.25,0.09,0.08,N,O,1997-12-17,1998-01-02,1998-01-01,COLLECT COD,TRUCK,ironic deposits solve. furiously reg
5130113,76767,6768,2,34.00,59287.84,0.04,0.03,N,O,1997-12-19,1997-10-20,1998-01-01,DELIVER IN PERSON,MAIL,"usly pinto beans. final, regular ac"
846758,147905,2934,4,42.00,82021.80,0.02,0.03,N,O,1997-12-20,1998-01-10,1998-01-01,DELIVER IN PERSON,FOB,nding tithes against the stealthily iron
2751396,148426,8427,5,25.00,36860.50,0.04,0.00,N,O,1997-12-10,1997-11-01,1998-01-01,NONE,FOB,r ideas. quickly final packages sle
1198114,120156,2669,5,39.00,45869.85,0.02,0.03,N,O,1997-12-02,1997-10-29,1998-01-01,TAKE BACK RETURN,MAIL,fully careful requests pr
99553,193053,611,6,12.00,13752.60,0.09,0.00,N,O,1997-12-28,1998-01-24,1998-01-01,TAKE BACK RETURN,REG AIR," blithely at the silent, regular "
419841,187477,7478,6,38.00,59449.86,0.07,0.08,N,O,1997-12-29,1998-03-02,1998-01-01,DELIVER IN PERSON,RAIL,ckages are carefully 
2667782,84157,6666,4,9.00,10270.35,0.04,0.06,N,O,1997-12-08,1997-12-20,1998-01-01,TAKE BACK RETURN,RAIL,excuses along the regular
5008513,155169,7685,2,31.00,37948.96,0.02,0.04,N,O,1997-12-04,1997-10-30,1998-01-01,NONE,MAIL,kly unusual ideas cajole nev
2546278,120855,8392,1,3.00,5627.55,0.04,0.06,N,O,1997-12-06,1997-11-15,1998-01-01,TAKE BACK RETURN,TRUCK, accounts. carefully express theodoli
506528,188637,6192,1,10.00,17256.30,0.06,0.07,N,O,1997-12-07,1997-10-19,1998-01-01,DELIVER IN PERSON,AIR, the blithely final packages
3573025,36760,4270,4,20.00,33935.20,0.05,0.07,N,O,1997-12-02,1997-10-09,1998-01-01,DELIVER IN PERSON,FOB,above the carefully unusual pinto beans
5917350,16295,6296,2,5.00,6056.45,0.08,0.01,N,O,1997-12-02,1997-10-05,1998-01-01,NONE,MAIL,refully. blith
5770821,47413,4926,1,16.00,21766.56,0.02,0.06,N,O,1997-12-26,1998-01-30,1998-01-01,TAKE BACK RETURN,SHIP, nag carefully. pending requests
5770112,99642,7170,5,41.00,67307.24,0.10,0.07,N,O,1997-12-19,1997-12-10,1998-01-01,COLLECT COD,REG AIR,quickly around the slyly
466437,77388,4910,5,1.00,1365.38,0.09,0.02,N,O,1997-12-19,1997-12-01,1998-01-01,COLLECT COD,MAIL, accounts are blithely. fluffily final 
3466371,104890,9911,3,21.00,39792.69,0.05,0.05,N,O,1997-12-10,1997-10-07,1998-01-01,NONE,RAIL,efully ironic requests; fluffily f
2815333,10764,765,3,24.00,40194.24,0.05,0.05,N,O,1997-12-24,1998-02-07,1998-01-01,NONE,TRUCK,etect evenly silent excuses. slyly regul
4155300,69521,7040,2,22.00,32791.44,0.01,0.01,N,O,1997-12-30,1997-10-31,1998-01-01,DELIVER IN PERSON,SHIP,efully furiously regular theodoli
3973892,107546,57,3,19.00,29517.26,0.06,0.08,N,O,1997-12-15,1998-02-08,1998-01-01,DELIVER IN PERSON,RAIL,affix about the slyly un
523905,152003,2004,1,45.00,47475.00,0.00,0.00,N,O,1997-12-10,1998-02-11,1998-01-01,NONE,SHIP,eodolites abo
3508676,47926,2935,3,11.00,20613.12,0.04,0.06,N,O,1997-12-13,1997-11-15,1998-01-01,TAKE BACK RETURN,FOB,requests according to the slyly
3572615,122226,4739,1,11.00,13730.42,0.02,0.05,N,O,1997-12-07,1998-01-03,1998-01-01,NONE,TRUCK,fily unusual braids affi
324740,164764,2313,1,21.00,38403.96,0.09,0.00,N,O,1997-12-17,1997-12-17,1998-01-01,COLLECT COD,AIR,iously even theodolites wake silent packa
3951046,169635,7184,2,34.00,57957.42,0.04,0.08,N,O,1997-12-15,1997-12-20,1998-01-01,TAKE BACK RETURN,RAIL,its. regular pinto
595779,6879,6880,6,28.00,50004.36,0.01,0.03,N,O,1997-12-25,1997-12-16,1998-01-01,NONE,SHIP,lar accounts boost quickly along the regula
4097829,3765,3766,1,24.00,40050.24,0.10,0.01,N,O,1997-12-26,1998-01-21,1998-01-01,TAKE BACK RETURN,SHIP,ular accounts are carefully according to th
4745732,8884,3885,5,19.00,34064.72,0.07,0.08,N,O,1997-12-13,1997-10-31,1998-01-01,COLLECT COD,AIR,ove the quietly ironic accounts are qu
2325760,154324,4325,7,36.00,49619.52,0.09,0.01,N,O,1997-12-09,1997-10-06,1998-01-01,COLLECT COD,SHIP,"ld deposits. special, regul"
5253926,113749,1283,1,14.00,24678.36,0.07,0.01,N,O,1997-12-03,1997-11-07,1998-01-01,TAKE BACK RETURN,TRUCK,p. final accou
751776,74367,1889,1,9.00,12072.24,0.02,0.04,N,O,1997-12-18,1998-01-27,1998-01-01,TAKE BACK RETURN,SHIP,pendencies with the i
5257825,194859,7379,2,35.00,68384.75,0.04,0.04,N,O,1997-12-09,1998-02-17,1998-01-01,TAKE BACK RETURN,FOB,mptotes. slyly
909155,154157,1703,1,15.00,18167.25,0.03,0.00,N,O,1997-12-04,1997-12-02,1998-01-01,TAKE BACK RETURN,TRUCK,ace of the furiously
4910405,103269,5780,1,46.00,58523.96,0.03,0.00,N,O,1997-12-05,1997-11-23,1998-01-01,DELIVER IN PERSON,MAIL,ss the unusual acc
4408033,27078,9581,7,13.00,13065.91,0.02,0.00,N,O,1997-12-15,1997-11-07,1998-01-01,DELIVER IN PERSON,TRUCK,. pending dep
1193153,87365,9874,4,3.00,4057.08,0.08,0.08,N,O,1997-12-31,1997-11-20,1998-01-01,TAKE BACK RETURN,FOB, the accounts snooze quickly regular theodo
5158497,45172,5173,5,10.00,11171.70,0.06,0.06,N,O,1997-12-02,1998-01-12,1998-01-01,NONE,RAIL,ding ideas. fur
5240354,115340,7852,4,50.00,67767.00,0.03,0.05,N,O,1997-12-07,1997-12-01,1998-01-01,TAKE BACK RETURN,AIR,bove the dependencies. expre
1602530,129556,9557,5,28.00,44395.40,0.03,0.03,N,O,1997-12-28,1997-11-20,1998-01-01,TAKE BACK RETURN,MAIL,symptotes 
4907392,13601,8604,3,6.00,9087.60,0.01,0.08,N,O,1997-12-25,1998-02-16,1998-01-01,DELIVER IN PERSON,RAIL,"f the ironic, iro"
4542947,162262,9811,2,48.00,63564.48,0.02,0.03,N,O,1997-12-04,1997-10-21,1998-01-01,COLLECT COD,FOB,dolites haggle slyly a
2154150,55546,3062,1,40.00,60061.60,0.09,0.06,N,O,1997-12-24,1997-12-08,1998-01-01,DELIVER IN PERSON,AIR,"es. ironic, express deposits doze "
800551,114140,6652,5,38.00,43857.32,0.01,0.03,N,O,1997-12-14,1998-02-11,1998-01-01,DELIVER IN PERSON,FOB,nag always even courts. fin
1008130,184477,6996,5,19.00,29667.93,0.03,0.07,N,O,1997-12-23,1997-12-25,1998-01-01,NONE,MAIL,ckages use after the 
28964,185735,3290,3,7.00,12745.11,0.10,0.00,N,O,1997-12-09,1998-02-12,1998-01-01,DELIVER IN PERSON,REG AIR,ites. fluffily bold ideas cajole r
1192646,177581,99,7,17.00,28195.86,0.01,0.06,N,O,1997-12-28,1998-01-12,1998-01-01,DELIVER IN PERSON,MAIL,ithely regular dependencies. slyly pe
1892166,69807,4820,2,38.00,67518.40,0.00,0.06,N,O,1997-12-05,1997-12-31,1998-01-01,COLLECT COD,RAIL,lyly express re
663236,184590,2145,5,34.00,56936.06,0.01,0.04,N,O,1997-12-31,1997-11-28,1998-01-01,DELIVER IN PERSON,AIR,e the furiously r
5446466,165951,3500,7,20.00,40339.00,0.06,0.01,N,O,1997-12-29,1997-11-07,1998-01-01,DELIVER IN PERSON,FOB,oss the pending pearls: p
5533408,143834,6349,2,50.00,93891.50,0.10,0.07,N,O,1997-12-07,1997-12-13,1998-01-01,COLLECT COD,TRUCK,furiously express pinto beans; regularly re
4518822,74119,4120,4,25.00,27327.75,0.00,0.03,N,O,1997-12-23,1997-11-25,1998-01-01,TAKE BACK RETURN,TRUCK,onic requests. carefully bold
5434977,64042,6549,2,4.00,4024.16,0.05,0.01,N,O,1997-12-11,1998-01-14,1998-01-01,DELIVER IN PERSON,REG AIR,ly unusual p
1802535,127314,2339,2,9.00,12071.79,0.06,0.04,N,O,1997-12-23,1997-12-07,1998-01-01,COLLECT COD,SHIP, ideas wake slyly
1480291,94341,9360,5,18.00,24036.12,0.06,0.07,N,O,1997-12-29,1997-12-20,1998-01-01,NONE,TRUCK,unusual requests according to the depos
1469154,74682,2204,3,21.00,34790.28,0.02,0.05,N,O,1997-12-24,1998-01-04,1998-01-01,DELIVER IN PERSON,SHIP,lly pending packages w
1310245,71235,1236,7,32.00,38599.36,0.04,0.07,N,O,1997-12-05,1998-02-09,1998-01-01,DELIVER IN PERSON,TRUCK,ding to the excuses 
2236673,15307,7809,2,41.00,50114.30,0.04,0.02,N,O,1997-12-17,1997-10-02,1998-01-01,TAKE BACK RETURN,REG AIR,hely final courts. carefu
4043491,61319,6332,1,37.00,47371.47,0.06,0.08,N,O,1997-12-17,1998-01-25,1998-01-01,COLLECT COD,REG AIR, the unusual ins
1204228,123416,5929,1,28.00,40303.48,0.07,0.00,N,O,1997-12-31,1997-12-02,1998-01-01,COLLECT COD,TRUCK,nic packages from 
5771302,109878,9879,3,29.00,54748.23,0.06,0.08,N,O,1997-12-15,1997-12-11,1998-01-01,TAKE BACK RETURN,REG AIR,the special instructions. blithely iro
2449088,126449,6450,4,17.00,25082.48,0.03,0.01,N,O,1997-12-03,1997-10-08,1998-01-01,DELIVER IN PERSON,REG AIR,counts. blithely final pa
2628005,19034,9035,1,45.00,42886.35,0.06,0.01,N,O,1997-12-20,1998-01-18,1998-01-01,NONE,SHIP,the instructions cajole carefull
2485767,117766,2789,2,4.00,7135.04,0.00,0.06,N,O,1997-12-24,1998-03-12,1998-01-01,COLLECT COD,SHIP, carefully bold pinto beans. f
2890789,150214,215,3,18.00,22755.78,0.06,0.01,N,O,1997-12-22,1997-11-09,1998-01-01,COLLECT COD,AIR,mong the instructions
2414499,61450,8969,1,50.00,70572.50,0.09,0.07,N,O,1997-12-02,1997-12-23,1998-01-01,TAKE BACK RETURN,AIR,he accounts. fur
2447747,68627,1134,1,15.00,23934.30,0.08,0.03,N,O,1997-12-21,1997-10-10,1998-01-01,TAKE BACK RETURN,MAIL, express ideas. regular requests ar
2635463,103111,3112,6,38.00,42336.18,0.06,0.03,N,O,1997-12-03,1997-12-14,1998-01-01,NONE,TRUCK,en packages sleep quickly about the theodo
2420133,196299,8819,2,22.00,30696.38,0.09,0.00,N,O,1997-12-29,1997-12-26,1998-01-01,TAKE BACK RETURN,REG AIR,fluffily reg
2831463,106030,3561,1,46.00,47657.38,0.05,0.01,N,O,1997-12-21,1997-12-09,1998-01-01,DELIVER IN PERSON,RAIL,ckages try to cajole quickly re
3618823,169320,4353,2,4.00,5557.28,0.00,0.01,N,O,1997-12-15,1997-11-25,1998-01-01,DELIVER IN PERSON,RAIL,ions. pending r
4252450,119604,2116,4,48.00,77932.80,0.10,0.02,N,O,1997-12-14,1998-01-15,1998-01-01,NONE,REG AIR,usual deposits. special warthogs 
1250148,140318,2833,4,25.00,33957.75,0.06,0.00,N,O,1997-12-02,1997-12-04,1998-01-01,NONE,RAIL, nag after th
143235,130556,3070,5,9.00,14278.95,0.06,0.03,N,O,1997-12-18,1998-02-07,1998-01-01,DELIVER IN PERSON,FOB, furiously regular dep
3974785,196073,1112,2,14.00,16366.98,0.02,0.08,N,O,1997-12-03,1998-02-06,1998-01-01,COLLECT COD,FOB,furiously special foxes acr
2396032,144197,4198,3,2.00,2482.38,0.03,0.08,N,O,1997-12-11,1998-01-21,1998-01-01,TAKE BACK RETURN,AIR,ideas. quick
4043105,192757,315,5,20.00,36995.00,0.01,0.07,N,O,1997-12-19,1997-11-01,1998-01-01,TAKE BACK RETURN,MAIL,"t slyly final, eve"
3629381,32076,7083,4,47.00,47379.29,0.04,0.04,N,O,1997-12-31,1997-12-26,1998-01-01,COLLECT COD,REG AIR,ven platelets; 
3856071,83788,8805,4,45.00,79730.10,0.10,0.07,N,O,1997-12-16,1998-02-02,1998-01-01,NONE,SHIP,re carefully about the stealthy asymptot
107687,106175,3706,3,40.00,47246.80,0.06,0.02,N,O,1997-12-03,1997-10-28,1998-01-01,TAKE BACK RETURN,TRUCK,gainst the slyly silent somas. 
3705056,83686,8703,3,6.00,10018.08,0.02,0.08,N,O,1997-12-30,1997-11-24,1998-01-01,TAKE BACK RETURN,RAIL,ajole carefully
2210816,178267,5819,3,28.00,37667.28,0.09,0.04,N,O,1997-12-10,1997-11-04,1998-01-01,TAKE BACK RETURN,SHIP,n forges integrate slyly ironic de
4113702,199944,4983,2,11.00,22483.34,0.09,0.01,N,O,1997-12-25,1998-03-14,1998-01-01,TAKE BACK RETURN,REG AIR,pliers haggle fu
18052,22914,7919,3,36.00,66128.76,0.09,0.00,N,O,1997-12-19,1997-12-20,1998-01-01,COLLECT COD,RAIL,lyly final pinto 
4186786,123007,544,2,23.00,23690.00,0.09,0.08,N,O,1997-12-15,1998-02-02,1998-01-01,DELIVER IN PERSON,AIR,"egular theodolites. even, spe"
820192,39784,7294,3,21.00,36199.38,0.07,0.01,N,O,1997-12-27,1997-11-28,1998-01-01,DELIVER IN PERSON,REG AIR,uffily regular pinto beans integ
3500258,12225,7228,1,30.00,34116.60,0.04,0.02,N,O,1997-12-25,1997-10-02,1998-01-01,TAKE BACK RETURN,MAIL, bold deposits after the accounts s
3721921,151895,9441,4,4.00,7787.56,0.10,0.08,N,O,1997-12-24,1997-12-21,1998-01-01,DELIVER IN PERSON,MAIL,uriously regul
3589476,73398,5906,5,42.00,57598.38,0.04,0.06,N,O,1997-12-02,1997-12-06,1998-01-01,TAKE BACK RETURN,MAIL,ickly regular accounts nod slyly.
3027683,193682,1240,4,42.00,74578.56,0.09,0.06,N,O,1997-12-26,1998-03-13,1998-01-01,COLLECT COD,RAIL,s lose slyly after the blithely fi
3223684,154168,1714,5,3.00,3666.48,0.06,0.06,N,O,1997-12-23,1997-12-05,1998-01-01,TAKE BACK RETURN,SHIP,"ccounts-- silent, th"
4432323,59135,4146,2,4.00,4376.52,0.04,0.08,N,O,1997-12-24,1998-03-10,1998-01-01,COLLECT COD,FOB, about the enticingly ironic depos
591266,136992,9506,2,1.00,2028.99,0.10,0.08,N,O,1997-12-22,1998-02-06,1998-01-01,NONE,REG AIR,refully along the eve
2230951,8084,5585,1,46.00,45635.68,0.06,0.08,N,O,1997-12-31,1997-12-25,1998-01-01,NONE,REG AIR,d foxes. carefully regular
4192487,84044,4045,1,24.00,24672.96,0.01,0.06,N,O,1997-12-20,1997-12-31,1998-01-01,COLLECT COD,MAIL,"pearls. bold, ironic deposits wake. de"
4235175,147233,2262,2,23.00,29445.29,0.05,0.03,N,O,1997-12-28,1998-02-22,1998-01-01,TAKE BACK RETURN,MAIL,"lithely special, ironic r"
4084839,99143,1653,4,48.00,54822.72,0.04,0.03,N,O,1997-12-08,1998-01-14,1998-01-01,DELIVER IN PERSON,FOB,"pecial, even requests along the blithely ev"
5624071,57840,346,1,25.00,44946.00,0.10,0.05,N,O,1997-12-04,1997-10-16,1998-01-01,COLLECT COD,AIR,into beans sleep about the carefully 
1982949,4734,9735,3,26.00,42606.98,0.07,0.07,N,O,1997-12-30,1997-12-31,1998-01-01,DELIVER IN PERSON,FOB,s. quickly regular theodolites after t
5968128,110459,7993,5,23.00,33797.35,0.02,0.03,N,O,1997-12-19,1997-10-20,1998-01-01,COLLECT COD,SHIP,"he regular, special requests. fluffily iron"
3698371,19380,6884,2,34.00,44178.92,0.07,0.08,N,O,1997-12-22,1997-11-17,1998-01-01,NONE,REG AIR,slyly final excuses ha
4239809,81366,8891,3,20.00,26947.20,0.06,0.07,N,O,1997-12-08,1997-12-25,1998-01-01,COLLECT COD,AIR,yly final accou
3999906,52378,9894,1,42.00,55875.54,0.02,0.00,N,O,1997-12-18,1997-11-05,1998-01-01,NONE,MAIL,ular pinto beans. express
4282887,109947,9948,4,8.00,15655.52,0.10,0.08,N,O,1997-12-11,1998-02-02,1998-01-01,NONE,FOB,"y unusual, silent foxes. slyly regular re"
1264675,118542,8543,1,48.00,74905.92,0.06,0.02,N,O,1997-12-28,1998-01-05,1998-01-01,TAKE BACK RETURN,SHIP, packages sleep against the pinto 
61283,117590,2613,2,15.00,24113.85,0.04,0.08,N,O,1997-12-26,1998-01-01,1998-01-01,NONE,REG AIR, after the furiously bold asymptotes nag 
4624418,2154,4655,1,49.00,51751.35,0.00,0.04,N,O,1997-12-04,1997-11-19,1998-01-01,NONE,SHIP,dencies cajole against the express pack
195681,141648,4163,3,1.00,1689.64,0.06,0.01,N,O,1997-12-28,1997-10-24,1998-01-01,COLLECT COD,REG AIR,requests are among the
2084738,49699,7212,5,39.00,64298.91,0.07,0.07,N,O,1997-12-20,1997-11-16,1998-01-01,TAKE BACK RETURN,RAIL,ounts are quickly al
5346400,119508,9509,4,20.00,30550.00,0.04,0.08,N,O,1997-12-14,1997-11-07,1998-01-01,TAKE BACK RETURN,RAIL,"es affix carefully bold, final ideas. fi"
3960033,136748,9262,1,16.00,28555.84,0.04,0.04,N,O,1997-12-22,1998-02-15,1998-01-01,TAKE BACK RETURN,AIR,kages. slyly thin pinto beans wake accord
1162913,123878,8903,6,47.00,89387.89,0.06,0.02,N,O,1997-12-19,1998-02-07,1998-01-01,COLLECT COD,RAIL,latelets hagg
5651362,176132,1167,1,26.00,31411.38,0.04,0.04,N,O,1997-12-08,1997-10-07,1998-01-01,TAKE BACK RETURN,SHIP,cording to the 
4808227,15231,234,1,12.00,13754.76,0.00,0.03,N,O,1997-12-18,1998-01-12,1998-01-01,NONE,SHIP,. quickly regular accounts along
3820323,193327,5847,1,3.00,4260.96,0.07,0.05,N,O,1997-12-13,1997-11-10,1998-01-01,DELIVER IN PERSON,RAIL,"ideas use quickly. bold, quic"
2197798,147042,7043,5,5.00,5445.20,0.08,0.05,N,O,1997-12-03,1997-11-12,1998-01-01,DELIVER IN PERSON,SHIP,ess packages. quickly final th
2890789,114573,7085,1,20.00,31751.40,0.05,0.02,N,O,1997-12-11,1997-11-20,1998-01-01,DELIVER IN PERSON,SHIP,re blithely carefully ir
2430690,23514,6017,6,6.00,8625.06,0.02,0.04,N,O,1997-12-19,1997-11-08,1998-01-01,NONE,REG AIR,ites along the carefully spe
12966,164725,7242,2,1.00,1789.72,0.05,0.04,N,O,1997-12-28,1997-12-21,1998-01-01,TAKE BACK RETURN,AIR,uickly furious
